n_samples,n_groups,max,distribution,simulation,distribution_truth,distribution_pred,varied,99_perc
120,8,0.7837837837837838,,recall_per_class,sparse,uniform,False,0.552225274725274
140,8,0.8113207547169812,,recall_per_class,sparse,uniform,False,0.4870566502463054
160,8,0.7045454545454546,,recall_per_class,sparse,uniform,False,0.45507389162561573
180,8,0.7971014492753623,,recall_per_class,sparse,uniform,False,0.45634282692452965
200,8,0.65,,recall_per_class,sparse,uniform,False,0.3966837398373983
220,8,0.7866666666666666,,recall_per_class,sparse,uniform,False,0.40965079365079354
240,8,0.5803212851405624,,recall_per_class,sparse,uniform,False,0.3618649885583524
260,8,0.44565217391304346,,recall_per_class,sparse,uniform,False,0.3197537593984962
280,8,0.45566502463054187,,recall_per_class,sparse,uniform,False,0.3446940574854523
300,8,0.375,,recall_per_class,sparse,uniform,False,0.2941824229691876
400,8,0.37247474747474746,,recall_per_class,sparse,uniform,False,0.24699926667784106
600,8,0.31550802139037437,,recall_per_class,sparse,uniform,False,0.2196665016857082
800,8,0.2727272727272727,,recall_per_class,sparse,uniform,False,0.1804150834375742
1000,8,0.2585092348284961,,recall_per_class,sparse,uniform,False,0.17525571431379097
20,20,0.9444444444444444,,recall_per_class,sparse,uniform,False,0.826159420289855
40,20,0.8947368421052632,,recall_per_class,sparse,uniform,False,0.8286190476190475
60,20,0.8208955223880597,,recall_per_class,sparse,uniform,False,0.7846358974358975
80,20,0.8333333333333334,,recall_per_class,sparse,uniform,False,0.774679186228482
100,20,0.8023255813953488,,recall_per_class,sparse,uniform,False,0.7159239130434781
120,20,0.8125,,recall_per_class,sparse,uniform,False,0.7040034782608695
140,20,0.7844827586206897,,recall_per_class,sparse,uniform,False,0.5227219726745274
160,20,0.7552447552447552,,recall_per_class,sparse,uniform,False,0.47284069886947566
180,20,0.7307692307692308,,recall_per_class,sparse,uniform,False,0.47254709576138143
200,20,0.7171717171717171,,recall_per_class,sparse,uniform,False,0.4391828725333919
220,20,0.502,,recall_per_class,sparse,uniform,False,0.38748226604191066
240,20,0.5889894419306184,,recall_per_class,sparse,uniform,False,0.39662737155518624
260,20,0.6004016064257028,,recall_per_class,sparse,uniform,False,0.3284027604657525
280,20,0.5825098814229249,,recall_per_class,sparse,uniform,False,0.3288511102299761
300,20,0.5239463601532567,,recall_per_class,sparse,uniform,False,0.3399562540228154
400,20,0.4393915877696726,,recall_per_class,sparse,uniform,False,0.26711657216672974
600,20,0.2835273279352227,,recall_per_class,sparse,uniform,False,0.21728636187998904
800,20,0.3187209902011346,,recall_per_class,sparse,uniform,False,0.20587210800010272
1000,20,0.25851996105160663,,recall_per_class,sparse,uniform,False,0.17418357181651198
20,30,0.9032258064516129,,recall_per_class,sparse,uniform,False,0.8518518518518519
40,30,0.9342105263157895,,recall_per_class,sparse,uniform,False,0.803620820668693
60,30,0.8297872340425532,,recall_per_class,sparse,uniform,False,0.7917069892473118
80,30,0.8411214953271028,,recall_per_class,sparse,uniform,False,0.7878861788617886
100,30,0.8053691275167785,,recall_per_class,sparse,uniform,False,0.7421652569941445
120,30,0.7857142857142857,,recall_per_class,sparse,uniform,False,0.7094664451827241
140,30,0.7884615384615384,,recall_per_class,sparse,uniform,False,0.5474773247347614
160,30,0.7832512315270936,,recall_per_class,sparse,uniform,False,0.49584745762711857
180,30,0.5968992248062016,,recall_per_class,sparse,uniform,False,0.4496882807176924
200,30,0.7413793103448276,,recall_per_class,sparse,uniform,False,0.4372513858475862
220,30,0.5423312883435583,,recall_per_class,sparse,uniform,False,0.413564433206911
240,30,0.5158959537572254,,recall_per_class,sparse,uniform,False,0.4084517704517704
260,30,0.5182741116751269,,recall_per_class,sparse,uniform,False,0.3525781440781441
280,30,0.49231262011531074,,recall_per_class,sparse,uniform,False,0.3590155760373802
300,30,0.5944940476190477,,recall_per_class,sparse,uniform,False,0.3195982339955848
400,30,0.3368351315540413,,recall_per_class,sparse,uniform,False,0.2638516780458939
600,30,0.3503121452894438,,recall_per_class,sparse,uniform,False,0.22471919951969627
800,30,0.27341772151898736,,recall_per_class,sparse,uniform,False,0.1922325745019112
1000,30,0.22549798848115044,,recall_per_class,sparse,uniform,False,0.1708661839816855
20,2,1.0,,recall_per_class,sparse,uniform,True,1.0
40,2,1.0,,recall_per_class,sparse,uniform,True,1.0
60,2,1.0,,recall_per_class,sparse,uniform,True,0.8095864661654135
80,2,0.8461538461538461,,recall_per_class,sparse,uniform,True,0.7593589743589743
100,2,0.875,,recall_per_class,sparse,uniform,True,0.6897397527651269
120,2,0.8205128205128205,,recall_per_class,sparse,uniform,True,0.4952857142857142
140,2,0.7105263157894737,,recall_per_class,sparse,uniform,True,0.4869736842105262
160,2,0.7391304347826086,,recall_per_class,sparse,uniform,True,0.43897457627118636
180,2,0.5343137254901961,,recall_per_class,sparse,uniform,True,0.4117713526088401
200,2,0.5727272727272728,,recall_per_class,sparse,uniform,True,0.3703175675675675
220,2,0.5509803921568628,,recall_per_class,sparse,uniform,True,0.3517485989926931
240,2,0.5083892617449665,,recall_per_class,sparse,uniform,True,0.3313623748862601
260,2,0.4182194616977225,,recall_per_class,sparse,uniform,True,0.3055997987771843
280,2,0.6222527472527473,,recall_per_class,sparse,uniform,True,0.2734088295425504
300,2,0.37540453074433655,,recall_per_class,sparse,uniform,True,0.29740124740124735
400,2,0.31721470019342357,,recall_per_class,sparse,uniform,True,0.23857830327252846
600,2,0.23807228915662654,,recall_per_class,sparse,uniform,True,0.19312377478349338
800,2,0.2823443579766537,,recall_per_class,sparse,uniform,True,0.17242538050561565
1000,2,0.19212880143112704,,recall_per_class,sparse,uniform,True,0.1516904875586598
20,3,1.0,,recall_per_class,sparse,uniform,True,1.0
40,3,1.0,,recall_per_class,sparse,uniform,True,0.8421052631578947
60,3,0.8636363636363636,,recall_per_class,sparse,uniform,True,0.7838946638946638
80,3,0.90625,,recall_per_class,sparse,uniform,True,0.776010425020048
100,3,0.8225806451612903,,recall_per_class,sparse,uniform,True,0.719377990430622
120,3,0.854368932038835,,recall_per_class,sparse,uniform,True,0.7059485294117646
140,3,0.8200000000000001,,recall_per_class,sparse,uniform,True,0.5832989051094888
160,3,0.7456140350877193,,recall_per_class,sparse,uniform,True,0.4417529239766081
180,3,0.5307692307692309,,recall_per_class,sparse,uniform,True,0.3940253164556961
200,3,0.5693739424703892,,recall_per_class,sparse,uniform,True,0.3811229566453445
220,3,0.5449664429530201,,recall_per_class,sparse,uniform,True,0.37482055936533537
240,3,0.5852564102564103,,recall_per_class,sparse,uniform,True,0.3500312664214398
260,3,0.552808988764045,,recall_per_class,sparse,uniform,True,0.33717954822954815
280,3,0.3984674329501916,,recall_per_class,sparse,uniform,True,0.31079031612645047
300,3,0.4058744993324433,,recall_per_class,sparse,uniform,True,0.30726203208556147
400,3,0.35,,recall_per_class,sparse,uniform,True,0.2598206761021144
600,3,0.2723671178606801,,recall_per_class,sparse,uniform,True,0.21740048989589714
800,3,0.21610683933630107,,recall_per_class,sparse,uniform,True,0.17866410269456554
1000,3,0.23061144205912107,,recall_per_class,sparse,uniform,True,0.14938601424821893
20,6,0.9166666666666666,,recall_per_class,sparse,uniform,True,0.84375
40,6,0.8823529411764706,,recall_per_class,sparse,uniform,True,0.8163322793906295
60,6,0.8666666666666667,,recall_per_class,sparse,uniform,True,0.7974936708860759
80,6,0.8793103448275862,,recall_per_class,sparse,uniform,True,0.7841880781089414
100,6,0.8103448275862069,,recall_per_class,sparse,uniform,True,0.7423131868131868
120,6,0.8122977346278317,,recall_per_class,sparse,uniform,True,0.7338367833340689
140,6,0.8162162162162162,,recall_per_class,sparse,uniform,True,0.5716258741258731
160,6,0.7278106508875739,,recall_per_class,sparse,uniform,True,0.4774501992031871
180,6,0.6623376623376623,,recall_per_class,sparse,uniform,True,0.48999089161016074
200,6,0.6266595857673924,,recall_per_class,sparse,uniform,True,0.42836892026815004
220,6,0.5154471544715448,,recall_per_class,sparse,uniform,True,0.35148593779102255
240,6,0.5988319856244385,,recall_per_class,sparse,uniform,True,0.40784834671876125
260,6,0.4731638418079096,,recall_per_class,sparse,uniform,True,0.33134384114576826
280,6,0.47958257713248637,,recall_per_class,sparse,uniform,True,0.32378029897623484
300,6,0.3804347826086957,,recall_per_class,sparse,uniform,True,0.30930799729944686
400,6,0.35595514307811293,,recall_per_class,sparse,uniform,True,0.2661898864809081
600,6,0.36072346213915063,,recall_per_class,sparse,uniform,True,0.22839437986367783
800,6,0.22844036697247705,,recall_per_class,sparse,uniform,True,0.1829478834716518
1000,6,0.2531315240083507,,recall_per_class,sparse,uniform,True,0.17061408721852864
20,8,0.925,,recall_per_class,sparse,uniform,True,0.8378805120910383
40,8,0.8554216867469879,,recall_per_class,sparse,uniform,True,0.8166818181818182
60,8,0.8840579710144928,,recall_per_class,sparse,uniform,True,0.8014231232436771
80,8,0.8596491228070176,,recall_per_class,sparse,uniform,True,0.7796718934106771
100,8,0.8120300751879699,,recall_per_class,sparse,uniform,True,0.770128078817734
120,8,0.7949790794979079,,recall_per_class,sparse,uniform,True,0.6363577164120638
140,8,0.76875,,recall_per_class,sparse,uniform,True,0.5043923060663708
160,8,0.7302052785923754,,recall_per_class,sparse,uniform,True,0.4922299107142857
180,8,0.745679012345679,,recall_per_class,sparse,uniform,True,0.4484561634948684
200,8,0.5238372093023256,,recall_per_class,sparse,uniform,True,0.44649772078800487
220,8,0.5892383478590375,,recall_per_class,sparse,uniform,True,0.364262528153153
240,8,0.49758842443729906,,recall_per_class,sparse,uniform,True,0.3724235768873651
260,8,0.4478482859226841,,recall_per_class,sparse,uniform,True,0.3127598600345635
280,8,0.45286439448876,,recall_per_class,sparse,uniform,True,0.34944728601252606
300,8,0.4518743667679838,,recall_per_class,sparse,uniform,True,0.31686574373233595
400,8,0.3806032677000419,,recall_per_class,sparse,uniform,True,0.25927642276422763
600,8,0.3677405146920028,,recall_per_class,sparse,uniform,True,0.2414206111201167
800,8,0.28980786945650744,,recall_per_class,sparse,uniform,True,0.19831921006648115
1000,8,0.20868498961601345,,recall_per_class,sparse,uniform,True,0.17740584886811298
20,20,0.8571428571428572,,recall_per_class,sparse,uniform,True,0.8115970727507534
40,20,0.828125,,recall_per_class,sparse,uniform,True,0.7905397301349325
60,20,0.7894736842105263,,recall_per_class,sparse,uniform,True,0.775284187448616
80,20,0.7786259541984732,,recall_per_class,sparse,uniform,True,0.7588444514082024
100,20,0.7993730407523512,,recall_per_class,sparse,uniform,True,0.755579908675799
120,20,0.7783333333333333,,recall_per_class,sparse,uniform,True,0.7289474247486433
140,20,0.7919463087248322,,recall_per_class,sparse,uniform,True,0.5958796433854032
160,20,0.6247603068072867,,recall_per_class,sparse,uniform,True,0.4766043544303796
180,20,0.5788136529327296,,recall_per_class,sparse,uniform,True,0.413721866778748
200,20,0.5885780885780886,,recall_per_class,sparse,uniform,True,0.4172301184433163
220,20,0.6452607029818423,,recall_per_class,sparse,uniform,True,0.4174212118753257
240,20,0.5546145494028231,,recall_per_class,sparse,uniform,True,0.38726916748366563
260,20,0.4276228419654714,,recall_per_class,sparse,uniform,True,0.3182307034366024
280,20,0.42219986586183766,,recall_per_class,sparse,uniform,True,0.3202318586063267
300,20,0.4636916835699797,,recall_per_class,sparse,uniform,True,0.3012467510589141
400,20,0.3970099667774087,,recall_per_class,sparse,uniform,True,0.2682610748286368
600,20,0.29024327122153204,,recall_per_class,sparse,uniform,True,0.23256003832405361
800,20,0.25199377553005253,,recall_per_class,sparse,uniform,True,0.2019583678456231
1000,20,0.25072688505524326,,recall_per_class,sparse,uniform,True,0.17634935691682943
20,30,0.8736842105263158,,recall_per_class,sparse,uniform,True,0.8125489130434782
40,30,0.7951807228915663,,recall_per_class,sparse,uniform,True,0.7786580267558528
60,30,0.8255208333333334,,recall_per_class,sparse,uniform,True,0.7788363077120246
80,30,0.7860824742268041,,recall_per_class,sparse,uniform,True,0.7646220455297735
100,30,0.7783964365256124,,recall_per_class,sparse,uniform,True,0.7492067364444793
120,30,0.7768187422934649,,recall_per_class,sparse,uniform,True,0.7101179158847994
140,30,0.7811860940695297,,recall_per_class,sparse,uniform,True,0.4669873987768477
160,30,0.7570957095709571,,recall_per_class,sparse,uniform,True,0.5484357130479987
180,30,0.5473591549295775,,recall_per_class,sparse,uniform,True,0.4450966503376142
200,30,0.5916190476190477,,recall_per_class,sparse,uniform,True,0.4231481356071669
220,30,0.6157287157287157,,recall_per_class,sparse,uniform,True,0.41821492117383824
240,30,0.543092975058958,,recall_per_class,sparse,uniform,True,0.35534174452268097
260,30,0.5488721804511278,,recall_per_class,sparse,uniform,True,0.3509063774779154
280,30,0.4824908424908425,,recall_per_class,sparse,uniform,True,0.3382822843656077
300,30,0.4562576938859253,,recall_per_class,sparse,uniform,True,0.34661532969963854
400,30,0.35416666666666674,,recall_per_class,sparse,uniform,True,0.27067708287745434
600,30,0.29683013135224257,,recall_per_class,sparse,uniform,True,0.22464400674545118
800,30,0.2661054545739569,,recall_per_class,sparse,uniform,True,0.1984797422259739
1000,30,0.2397436693147964,,recall_per_class,sparse,uniform,True,0.18745293822814207
20,2,1.0,,recall_per_class,sparse,sparse,False,0.7029999999999972
40,2,1.0,,recall_per_class,sparse,sparse,False,0.6666666666666667
60,2,0.8333333333333334,,recall_per_class,sparse,sparse,False,0.6674999999999993
80,2,0.8333333333333334,,recall_per_class,sparse,sparse,False,0.5
100,2,0.9,,recall_per_class,sparse,sparse,False,0.3333333333333333
120,2,0.8666666666666667,,recall_per_class,sparse,sparse,False,0.300333333333333
140,2,0.6666666666666667,,recall_per_class,sparse,sparse,False,0.2777777777777778
160,2,0.35714285714285715,,recall_per_class,sparse,sparse,False,0.2334242424242423
180,2,0.2823529411764706,,recall_per_class,sparse,sparse,False,0.20833333333333331
200,2,0.8888888888888888,,recall_per_class,sparse,sparse,False,0.16676470588235284
220,2,0.3076923076923077,,recall_per_class,sparse,sparse,False,0.18
240,2,0.25,,recall_per_class,sparse,sparse,False,0.17003076923076918
260,2,0.3076923076923077,,recall_per_class,sparse,sparse,False,0.13336363636363632
280,2,0.3896103896103896,,recall_per_class,sparse,sparse,False,0.15872354664902164
300,2,0.18571428571428572,,recall_per_class,sparse,sparse,False,0.1429058441558441
400,2,0.18115942028985504,,recall_per_class,sparse,sparse,False,0.11607738095238095
600,2,0.125,,recall_per_class,sparse,sparse,False,0.0874846957507263
800,2,0.1,,recall_per_class,sparse,sparse,False,0.07506282311367056
1000,2,0.10227272727272728,,recall_per_class,sparse,sparse,False,0.0614306632229063
20,3,1.0,,recall_per_class,sparse,sparse,False,0.8019999999999983
40,3,0.875,,recall_per_class,sparse,sparse,False,0.8
60,3,0.875,,recall_per_class,sparse,sparse,False,0.8001818181818181
80,3,0.9166666666666666,,recall_per_class,sparse,sparse,False,0.4444444444444444
100,3,0.8888888888888888,,recall_per_class,sparse,sparse,False,0.4167307692307692
120,3,0.8666666666666667,,recall_per_class,sparse,sparse,False,0.30012499999999986
140,3,0.34615384615384615,,recall_per_class,sparse,sparse,False,0.2564652014652014
160,3,0.5490196078431372,,recall_per_class,sparse,sparse,False,0.2667083333333333
180,3,0.2708333333333333,,recall_per_class,sparse,sparse,False,0.2381904761904761
200,3,0.375,,recall_per_class,sparse,sparse,False,0.20833333333333331
220,3,0.2785714285714286,,recall_per_class,sparse,sparse,False,0.20006896551724132
240,3,0.3047619047619048,,recall_per_class,sparse,sparse,False,0.186559829059829
260,3,0.2973856209150326,,recall_per_class,sparse,sparse,False,0.1695968645016797
280,3,0.26071428571428573,,recall_per_class,sparse,sparse,False,0.17702450898103073
300,3,0.275,,recall_per_class,sparse,sparse,False,0.1638106908084419
400,3,0.18333333333333335,,recall_per_class,sparse,sparse,False,0.12030748513073727
600,3,0.16441102756892229,,recall_per_class,sparse,sparse,False,0.11252819439600045
800,3,0.11711711711711713,,recall_per_class,sparse,sparse,False,0.0897483277591973
1000,3,0.11304347826086958,,recall_per_class,sparse,sparse,False,0.0740820794522729
20,6,0.9166666666666666,,recall_per_class,sparse,sparse,False,0.8571428571428572
40,6,0.9333333333333333,,recall_per_class,sparse,sparse,False,0.8888888888888888
60,6,0.95,,recall_per_class,sparse,sparse,False,0.8573214285714285
80,6,0.9583333333333334,,recall_per_class,sparse,sparse,False,0.8668235294117645
100,6,0.962962962962963,,recall_per_class,sparse,sparse,False,0.44447368421052624
120,6,0.935483870967742,,recall_per_class,sparse,sparse,False,0.4166818181818182
140,6,0.5691056910569106,,recall_per_class,sparse,sparse,False,0.3170348837209299
160,6,0.4717948717948718,,recall_per_class,sparse,sparse,False,0.2681681159420289
180,6,0.4583333333333333,,recall_per_class,sparse,sparse,False,0.2976428571428571
200,6,0.2982456140350877,,recall_per_class,sparse,sparse,False,0.2149306455794659
220,6,0.3452054794520548,,recall_per_class,sparse,sparse,False,0.18896245595012195
240,6,0.4117647058823529,,recall_per_class,sparse,sparse,False,0.2386439393939394
260,6,0.3055555555555555,,recall_per_class,sparse,sparse,False,0.20946486486486485
280,6,0.29220779220779225,,recall_per_class,sparse,sparse,False,0.17977266438042655
300,6,0.24637681159420288,,recall_per_class,sparse,sparse,False,0.19684042553191486
400,6,0.21666666666666667,,recall_per_class,sparse,sparse,False,0.14449552589135212
600,6,0.18354978354978355,,recall_per_class,sparse,sparse,False,0.11391756272401435
800,6,0.13766233766233765,,recall_per_class,sparse,sparse,False,0.09642608661663539
1000,6,0.11564625850340135,,recall_per_class,sparse,sparse,False,0.08901824225496827
20,8,0.9375,,recall_per_class,sparse,sparse,False,0.8888888888888888
40,8,0.9545454545454546,,recall_per_class,sparse,sparse,False,0.8948803827751195
60,8,0.9666666666666667,,recall_per_class,sparse,sparse,False,0.9286405529953917
80,8,0.9375,,recall_per_class,sparse,sparse,False,0.8572380952380952
100,8,0.9736842105263158,,recall_per_class,sparse,sparse,False,0.4487762237762237
120,8,0.9189189189189189,,recall_per_class,sparse,sparse,False,0.43764112903225794
140,8,0.9111111111111111,,recall_per_class,sparse,sparse,False,0.39599780701754367
160,8,0.4636363636363636,,recall_per_class,sparse,sparse,False,0.30160368663594467
180,8,0.5652173913043478,,recall_per_class,sparse,sparse,False,0.30550095444461606
200,8,0.425531914893617,,recall_per_class,sparse,sparse,False,0.24829077825159906
220,8,0.334453781512605,,recall_per_class,sparse,sparse,False,0.21679326235499757
240,8,0.3092369477911646,,recall_per_class,sparse,sparse,False,0.21964106583072088
260,8,0.2772585669781931,,recall_per_class,sparse,sparse,False,0.19898132134209615
280,8,0.2288676236044657,,recall_per_class,sparse,sparse,False,0.17264744216357117
300,8,0.25384207737148917,,recall_per_class,sparse,sparse,False,0.18860446570972886
400,8,0.2168304668304668,,recall_per_class,sparse,sparse,False,0.15893524990804114
600,8,0.16358024691358025,,recall_per_class,sparse,sparse,False,0.1325905212355212
800,8,0.1343111404087014,,recall_per_class,sparse,sparse,False,0.10110596800459813
1000,8,0.11486486486486486,,recall_per_class,sparse,sparse,False,0.08816972771516562
20,20,0.9642857142857143,,recall_per_class,sparse,sparse,False,0.9286190476190476
40,20,0.9787234042553191,,recall_per_class,sparse,sparse,False,0.9334117647058823
60,20,0.9855072463768116,,recall_per_class,sparse,sparse,False,0.8451304347826081
80,20,0.9891304347826086,,recall_per_class,sparse,sparse,False,0.5922675867356718
100,20,0.9578947368421052,,recall_per_class,sparse,sparse,False,0.4490433673469387
120,20,0.9473684210526316,,recall_per_class,sparse,sparse,False,0.45098278335724534
140,20,0.9482758620689655,,recall_per_class,sparse,sparse,False,0.42065934065934063
160,20,0.44594594594594594,,recall_per_class,sparse,sparse,False,0.29387938596491225
180,20,0.4551282051282051,,recall_per_class,sparse,sparse,False,0.308570649102213
200,20,0.427536231884058,,recall_per_class,sparse,sparse,False,0.22961644716650714
220,20,0.44170403587443946,,recall_per_class,sparse,sparse,False,0.24875457875457868
240,20,0.38571954361428046,,recall_per_class,sparse,sparse,False,0.2399361979298157
260,20,0.3029661016949152,,recall_per_class,sparse,sparse,False,0.209707351331337
280,20,0.2956091527520099,,recall_per_class,sparse,sparse,False,0.20976854095577202
300,20,0.3951023391812865,,recall_per_class,sparse,sparse,False,0.21274736597994096
400,20,0.17270531400966183,,recall_per_class,sparse,sparse,False,0.1362961290421175
600,20,0.14745484400656816,,recall_per_class,sparse,sparse,False,0.1140602752295396
800,20,0.15642814281428144,,recall_per_class,sparse,sparse,False,0.1056250673681823
1000,20,0.12518715286162763,,recall_per_class,sparse,sparse,False,0.09315983835005569
20,30,0.972972972972973,,recall_per_class,sparse,sparse,False,0.9445652173913042
40,30,0.9855072463768116,,recall_per_class,sparse,sparse,False,0.9482758620689655
60,30,0.962962962962963,,recall_per_class,sparse,sparse,False,0.9359432234432234
80,30,0.9640287769784173,,recall_per_class,sparse,sparse,False,0.6089085025007354
100,30,0.9565217391304348,,recall_per_class,sparse,sparse,False,0.4572358581016298
120,30,0.5928030303030303,,recall_per_class,sparse,sparse,False,0.4419605734767025
140,30,0.9519230769230769,,recall_per_class,sparse,sparse,False,0.3736350359352779
160,30,0.9382239382239382,,recall_per_class,sparse,sparse,False,0.36325918059596873
180,30,0.47890050329074724,,recall_per_class,sparse,sparse,False,0.32263618393674565
200,30,0.6319663512092534,,recall_per_class,sparse,sparse,False,0.2800548349678372
220,30,0.38677078548461186,,recall_per_class,sparse,sparse,False,0.2539594256042771
240,30,0.4653179190751445,,recall_per_class,sparse,sparse,False,0.2397637953718752
260,30,0.33059125964010283,,recall_per_class,sparse,sparse,False,0.2110733220530174
280,30,0.3445727482678984,,recall_per_class,sparse,sparse,False,0.21880498564674092
300,30,0.3539473684210527,,recall_per_class,sparse,sparse,False,0.2189953628860716
400,30,0.2833333333333333,,recall_per_class,sparse,sparse,False,0.15365213838550243
600,30,0.17626633986928103,,recall_per_class,sparse,sparse,False,0.1279555683782774
800,30,0.19987035436473638,,recall_per_class,sparse,sparse,False,0.10973324196741278
1000,30,0.15923466658274854,,recall_per_class,sparse,sparse,False,0.0967464859829002
20,2,1.0,,recall_per_class,sparse,sparse,True,1.0
40,2,1.0,,recall_per_class,sparse,sparse,True,1.0
60,2,1.0,,recall_per_class,sparse,sparse,True,0.8
80,2,1.0,,recall_per_class,sparse,sparse,True,0.6819565217391302
100,2,1.0,,recall_per_class,sparse,sparse,True,0.5872536382536382
120,2,0.9367088607594937,,recall_per_class,sparse,sparse,True,0.625
140,2,0.75,,recall_per_class,sparse,sparse,True,0.5
160,2,0.6153846153846154,,recall_per_class,sparse,sparse,True,0.42749194677871144
180,2,0.6140350877192983,,recall_per_class,sparse,sparse,True,0.38462887989203776
200,2,0.5333333333333333,,recall_per_class,sparse,sparse,True,0.34389835858585843
220,2,0.4819277108433735,,recall_per_class,sparse,sparse,True,0.39056652661064417
240,2,0.5164835164835165,,recall_per_class,sparse,sparse,True,0.3333333333333333
260,2,0.45555555555555555,,recall_per_class,sparse,sparse,True,0.34292857142857136
280,2,0.3971861471861472,,recall_per_class,sparse,sparse,True,0.28934561776517825
300,2,0.34375,,recall_per_class,sparse,sparse,True,0.28063221351036827
400,2,0.3363549618320611,,recall_per_class,sparse,sparse,True,0.25300407128657865
600,2,0.2601345523546662,,recall_per_class,sparse,sparse,True,0.20475544898087952
800,2,0.22134638035698107,,recall_per_class,sparse,sparse,True,0.16218173864365187
1000,2,0.21306818181818177,,recall_per_class,sparse,sparse,True,0.14844187044187038
20,3,1.0,,recall_per_class,sparse,sparse,True,1.0
40,3,1.0,,recall_per_class,sparse,sparse,True,0.8571428571428571
60,3,0.9772727272727273,,recall_per_class,sparse,sparse,True,0.8571428571428571
80,3,0.9636363636363636,,recall_per_class,sparse,sparse,True,0.7229703429101019
100,3,0.9560439560439561,,recall_per_class,sparse,sparse,True,0.6429802955665024
120,3,0.7391304347826086,,recall_per_class,sparse,sparse,True,0.5333378378378378
140,3,0.7894736842105263,,recall_per_class,sparse,sparse,True,0.5147266892368457
160,3,0.7027027027027026,,recall_per_class,sparse,sparse,True,0.4633272525576234
180,3,0.4931506849315068,,recall_per_class,sparse,sparse,True,0.3847158974358973
200,3,0.6172839506172839,,recall_per_class,sparse,sparse,True,0.35294590125206704
220,3,0.46043956043956047,,recall_per_class,sparse,sparse,True,0.3605795892169448
240,3,0.5333333333333333,,recall_per_class,sparse,sparse,True,0.3508922305764411
260,3,0.5216216216216216,,recall_per_class,sparse,sparse,True,0.35625082072630043
280,3,0.3631701631701632,,recall_per_class,sparse,sparse,True,0.3056049640015157
300,3,0.42452830188679247,,recall_per_class,sparse,sparse,True,0.3044275559588627
400,3,0.30555555555555547,,recall_per_class,sparse,sparse,True,0.26060314588487243
600,3,0.2857450164921841,,recall_per_class,sparse,sparse,True,0.21518746748742842
800,3,0.2320075757575758,,recall_per_class,sparse,sparse,True,0.1750576263136931
1000,3,0.21875,,recall_per_class,sparse,sparse,True,0.16069689537497386
20,6,1.0,,recall_per_class,sparse,sparse,True,0.9091304347826086
40,6,0.9722222222222222,,recall_per_class,sparse,sparse,True,0.9167592592592592
60,6,0.9642857142857143,,recall_per_class,sparse,sparse,True,0.7694108019639933
80,6,0.9852941176470589,,recall_per_class,sparse,sparse,True,0.7284259259259259
100,6,0.9607843137254902,,recall_per_class,sparse,sparse,True,0.6217321428571426
120,6,0.9454545454545454,,recall_per_class,sparse,sparse,True,0.6089155321782178
140,6,0.6685082872928176,,recall_per_class,sparse,sparse,True,0.472441639299398
160,6,0.5684931506849316,,recall_per_class,sparse,sparse,True,0.429497437618205
180,6,0.6095617529880478,,recall_per_class,sparse,sparse,True,0.4114841269841269
200,6,0.5376344086021505,,recall_per_class,sparse,sparse,True,0.40725596248114626
220,6,0.5321243523316063,,recall_per_class,sparse,sparse,True,0.39762525709584523
240,6,0.5,,recall_per_class,sparse,sparse,True,0.35936831446499123
260,6,0.5164528722810932,,recall_per_class,sparse,sparse,True,0.34194405232448716
280,6,0.4233333333333333,,recall_per_class,sparse,sparse,True,0.3597704874107194
300,6,0.44789227166276346,,recall_per_class,sparse,sparse,True,0.34811206453121335
400,6,0.38263027295285357,,recall_per_class,sparse,sparse,True,0.28060849225074624
600,6,0.3237320574162679,,recall_per_class,sparse,sparse,True,0.2275015547171775
800,6,0.24193548387096775,,recall_per_class,sparse,sparse,True,0.18759044969557642
1000,6,0.22979654342594624,,recall_per_class,sparse,sparse,True,0.17454845425670976
20,8,1.0,,recall_per_class,sparse,sparse,True,0.911777493606138
40,8,0.975609756097561,,recall_per_class,sparse,sparse,True,0.9167105263157894
60,8,0.9821428571428571,,recall_per_class,sparse,sparse,True,0.7621428571428569
80,8,0.9624060150375939,,recall_per_class,sparse,sparse,True,0.7040996398559424
100,8,0.9588235294117647,,recall_per_class,sparse,sparse,True,0.7205962832894351
120,8,0.673202614379085,,recall_per_class,sparse,sparse,True,0.5741394862173472
140,8,0.6990291262135923,,recall_per_class,sparse,sparse,True,0.5820938994348646
160,8,0.6815286624203821,,recall_per_class,sparse,sparse,True,0.459850751218019
180,8,0.7129094412331407,,recall_per_class,sparse,sparse,True,0.4214495901059161
200,8,0.6788079470198676,,recall_per_class,sparse,sparse,True,0.3788461538461538
220,8,0.5877551020408164,,recall_per_class,sparse,sparse,True,0.3883170740293737
240,8,0.543859649122807,,recall_per_class,sparse,sparse,True,0.38913886462882086
260,8,0.47782624500181753,,recall_per_class,sparse,sparse,True,0.3139685452162516
280,8,0.44324324324324327,,recall_per_class,sparse,sparse,True,0.3409151206862159
300,8,0.42912371134020616,,recall_per_class,sparse,sparse,True,0.3183030080387242
400,8,0.3382132132132132,,recall_per_class,sparse,sparse,True,0.29036980608098767
600,8,0.27967853042479907,,recall_per_class,sparse,sparse,True,0.2118058317171522
800,8,0.23963684533617652,,recall_per_class,sparse,sparse,True,0.1867695936421841
1000,8,0.21354466858789634,,recall_per_class,sparse,sparse,True,0.16923781121676953
