n_samples,n_groups,max,distribution,simulation,distribution_truth,distribution_pred,varied,99_perc
400,3,0.24767801857585142,,recall_per_bin,,,False,0.1314069415735323
400,3,0.5,,recall_per_bin,,,True,0.2156954022988504
600,3,0.11602753195673549,,recall_per_bin,,,False,0.09124185654685492
600,3,0.38095238095238093,,recall_per_bin,,,True,0.14877138324665554
800,3,0.11304347826086958,,recall_per_bin,,,False,0.08205294746023221
800,3,0.2774390243902439,,recall_per_bin,,,True,0.13475446428571425
1000,3,0.10498741239708784,,recall_per_bin,,,False,0.07547222588732022
1000,3,0.2436619718309859,,recall_per_bin,,,True,0.12289891835758025
20,6,0.9285714285714286,,recall_per_bin,,,False,0.8888888888888888
20,6,1.0,,recall_per_bin,,,True,0.8948803827751195
40,6,0.9523809523809523,,recall_per_bin,,,False,0.8800235294117646
40,6,1.0,,recall_per_bin,,,True,0.8889999999999999
60,6,0.9583333333333334,,recall_per_bin,,,False,0.8001818181818181
60,6,0.9375,,recall_per_bin,,,True,0.875
80,6,0.9310344827586207,,recall_per_bin,,,False,0.43333333333333335
80,6,0.9545454545454546,,recall_per_bin,,,True,0.8518518518518519
100,6,0.9705882352941176,,recall_per_bin,,,False,0.3668571428571427
100,6,0.9444444444444444,,recall_per_bin,,,True,0.4411764705882353
120,6,0.45,,recall_per_bin,,,False,0.32692657342657344
120,6,0.9473684210526316,,recall_per_bin,,,True,0.833421052631579
140,6,0.5815602836879432,,recall_per_bin,,,False,0.3363495963495963
140,6,0.9696969696969697,,recall_per_bin,,,True,0.5347162162162132
160,6,0.38636363636363635,,recall_per_bin,,,False,0.2525635593220339
160,6,0.868421052631579,,recall_per_bin,,,True,0.39663382594417074
180,6,0.4669509594882729,,recall_per_bin,,,False,0.2410531955606582
180,6,0.9655172413793104,,recall_per_bin,,,True,0.3254051172707889
200,6,0.28732394366197184,,recall_per_bin,,,False,0.2117158067158067
200,6,0.975,,recall_per_bin,,,True,0.3416630434782608
220,6,0.2980392156862745,,recall_per_bin,,,False,0.21246897381225735
220,6,0.9705882352941176,,recall_per_bin,,,True,0.3616730769230768
240,6,0.3028350515463918,,recall_per_bin,,,False,0.21860465116279068
240,6,0.9482758620689655,,recall_per_bin,,,True,0.30692745376955843
260,6,0.24825174825174826,,recall_per_bin,,,False,0.20456793206793203
260,6,0.9397590361445783,,recall_per_bin,,,True,0.27884090909090903
280,6,0.2596491228070175,,recall_per_bin,,,False,0.16639918133797366
280,6,0.5952380952380952,,recall_per_bin,,,True,0.26893604980192404
300,6,0.2596491228070175,,recall_per_bin,,,False,0.16999999999999998
300,6,0.9056603773584906,,recall_per_bin,,,True,0.30563271604938264
400,6,0.20446650124069482,,recall_per_bin,,,False,0.1289276958133576
400,6,0.41566265060240964,,recall_per_bin,,,True,0.22501171352074953
600,6,0.1549206349206349,,recall_per_bin,,,False,0.12128646580583452
600,6,0.26829268292682923,,recall_per_bin,,,True,0.17360793331417057
800,6,0.13274853801169592,,recall_per_bin,,,False,0.0892777823090412
800,6,0.27314814814814814,,recall_per_bin,,,True,0.16896613122061402
1000,6,0.12136441900507235,,recall_per_bin,,,False,0.08686868389465177
1000,6,0.18548387096774194,,recall_per_bin,,,True,0.12324977661843546
20,8,0.9375,,recall_per_bin,,,False,0.9166666666666666
20,8,1.0,,recall_per_bin,,,True,0.9
40,8,0.9545454545454546,,recall_per_bin,,,False,0.9130797101449276
40,8,0.9714285714285714,,recall_per_bin,,,True,0.9025574912891985
60,8,0.9615384615384616,,recall_per_bin,,,False,0.5979220779220755
60,8,0.9545454545454546,,recall_per_bin,,,True,0.9149113475177305
80,8,0.9210526315789473,,recall_per_bin,,,False,0.4394594594594594
80,8,0.9310344827586207,,recall_per_bin,,,True,0.8501956521739128
100,8,0.9696969696969697,,recall_per_bin,,,False,0.4091999999999999
100,8,0.9615384615384616,,recall_per_bin,,,True,0.45468749999999986
120,8,0.8928571428571429,,recall_per_bin,,,False,0.3207336561743341
120,8,0.9333333333333333,,recall_per_bin,,,True,0.45
140,8,0.45774647887323944,,recall_per_bin,,,False,0.3233143906277321
140,8,0.9655172413793104,,recall_per_bin,,,True,0.5091008771929821
160,8,0.3904109589041096,,recall_per_bin,,,False,0.2590778330714161
160,8,0.9482758620689655,,recall_per_bin,,,True,0.42452830188679247
180,8,0.3666666666666667,,recall_per_bin,,,False,0.2401596355287702
180,8,0.9183673469387755,,recall_per_bin,,,True,0.368446519524618
200,8,0.3021739130434783,,recall_per_bin,,,False,0.23045253216088585
200,8,0.9452054794520548,,recall_per_bin,,,True,0.41942599620493354
220,8,0.3056603773584906,,recall_per_bin,,,False,0.1935966194750315
220,8,0.922077922077922,,recall_per_bin,,,True,0.4020320855614973
240,8,0.3147286821705427,,recall_per_bin,,,False,0.19960226001342576
240,8,0.9605263157894737,,recall_per_bin,,,True,0.3605156375300721
260,8,0.26715686274509803,,recall_per_bin,,,False,0.17146801705756926
260,8,0.9508196721311475,,recall_per_bin,,,True,0.2865216779279279
280,8,0.22828947368421051,,recall_per_bin,,,False,0.1655379036360128
280,8,0.94,,recall_per_bin,,,True,0.27545604486227915
300,8,0.2675438596491228,,recall_per_bin,,,False,0.1667077625570776
300,8,0.5766666666666667,,recall_per_bin,,,True,0.2738115415657788
400,8,0.2260951483749411,,recall_per_bin,,,False,0.14425171468346262
400,8,0.3523809523809524,,recall_per_bin,,,True,0.20669419556972446
600,8,0.1483606557377049,,recall_per_bin,,,False,0.11276191617586633
600,8,0.3700348432055749,,recall_per_bin,,,True,0.1828966155750687
800,8,0.1246690852044318,,recall_per_bin,,,False,0.09207827797516772
800,8,0.20129870129870128,,recall_per_bin,,,True,0.12734049471705894
1000,8,0.11099042164510714,,recall_per_bin,,,False,0.089330865805643
1000,8,0.2006172839506173,,recall_per_bin,,,True,0.13040089647536204
20,20,0.967741935483871,,recall_per_bin,,,False,0.9285714285714286
20,20,0.9787234042553191,,recall_per_bin,,,True,0.9232211538461538
40,20,0.9696969696969697,,recall_per_bin,,,False,0.9302325581395349
40,20,0.975609756097561,,recall_per_bin,,,True,0.916810344827586
60,20,0.9885057471264368,,recall_per_bin,,,False,0.8309130672498629
60,20,0.9830508474576272,,recall_per_bin,,,True,0.9111304347826087
80,20,0.9722222222222222,,recall_per_bin,,,False,0.43461960977209374
80,20,0.9682539682539683,,recall_per_bin,,,True,0.8823666210670315
100,20,0.6140350877192982,,recall_per_bin,,,False,0.41180090497737554
100,20,0.9726027397260274,,recall_per_bin,,,True,0.9063254310344827
120,20,0.5066666666666666,,recall_per_bin,,,False,0.38070188449848014
120,20,0.9326923076923077,,recall_per_bin,,,True,0.44447368421052624
140,20,0.5329896907216495,,recall_per_bin,,,False,0.3258568762635425
140,20,0.9398496240601504,,recall_per_bin,,,True,0.46233223108344673
160,20,0.5705128205128205,,recall_per_bin,,,False,0.2755784313725489
160,20,0.9344262295081968,,recall_per_bin,,,True,0.4339877208745133
180,20,0.5310344827586206,,recall_per_bin,,,False,0.2473801433174287
180,20,0.9612403100775194,,recall_per_bin,,,True,0.4201333333333332
200,20,0.43700787401574803,,recall_per_bin,,,False,0.261122765613391
200,20,0.9401197604790419,,recall_per_bin,,,True,0.3631753173284911
220,20,0.535251798561151,,recall_per_bin,,,False,0.23717632233657315
220,20,0.935672514619883,,recall_per_bin,,,True,0.4412122196945076
240,20,0.3732278272337619,,recall_per_bin,,,False,0.19481518481518478
240,20,0.586021505376344,,recall_per_bin,,,True,0.3319645347154621
260,20,0.312932138284251,,recall_per_bin,,,False,0.2084223172326066
260,20,0.9744897959183674,,recall_per_bin,,,True,0.42135813243154796
280,20,0.376195186284207,,recall_per_bin,,,False,0.19906144049928312
280,20,0.6089743589743589,,recall_per_bin,,,True,0.2771796415195292
300,20,0.4632264287436701,,recall_per_bin,,,False,0.19370262483994874
300,20,0.4662921348314607,,recall_per_bin,,,True,0.2609753645047762
400,20,0.1925925925925926,,recall_per_bin,,,False,0.14185366467958654
400,20,0.5453924914675767,,recall_per_bin,,,True,0.23406565240475252
600,20,0.14693517046458224,,recall_per_bin,,,False,0.11103721663016865
600,20,0.34026548672566376,,recall_per_bin,,,True,0.1697843313706835
800,20,0.12090687766281193,,recall_per_bin,,,False,0.10157415104428594
800,20,0.29175475687103597,,recall_per_bin,,,True,0.17329611045372015
1000,20,0.11052302888368462,,recall_per_bin,,,False,0.08670087939695241
1000,20,0.2601398601398602,,recall_per_bin,,,True,0.11192480007957882
20,30,0.975,,recall_per_bin,,,False,0.94
20,30,0.9666666666666667,,recall_per_bin,,,True,0.9333589743589743
40,30,0.9885057471264368,,recall_per_bin,,,False,0.9302357881136951
40,30,0.9848484848484849,,recall_per_bin,,,True,0.9268310486024569
60,30,0.9583333333333334,,recall_per_bin,,,False,0.5876863089534758
60,30,0.9589041095890412,,recall_per_bin,,,True,0.9047903726708074
80,30,0.9424460431654677,,recall_per_bin,,,False,0.43870479746980146
80,30,0.9583333333333334,,recall_per_bin,,,True,0.6211828952239888
100,30,0.5933682373472949,,recall_per_bin,,,False,0.42454016172506737
100,30,0.944954128440367,,recall_per_bin,,,True,0.8948411978221414
120,30,0.5977011494252873,,recall_per_bin,,,False,0.33314015748031495
120,30,0.9487179487179487,,recall_per_bin,,,True,0.45177419354838694
140,30,0.9306569343065694,,recall_per_bin,,,False,0.2907880877742946
140,30,0.9526627218934911,,recall_per_bin,,,True,0.4341508842779557
160,30,0.6787833827893175,,recall_per_bin,,,False,0.288920630602765
160,30,0.9393939393939394,,recall_per_bin,,,True,0.4405044182621502
180,30,0.427027027027027,,recall_per_bin,,,False,0.268928514495229
180,30,0.9530516431924883,,recall_per_bin,,,True,0.428284399339155
200,30,0.6320575975748389,,recall_per_bin,,,False,0.2531287297527707
200,30,0.9351145038167938,,recall_per_bin,,,True,0.4237378313253012
220,30,0.3149538106235566,,recall_per_bin,,,False,0.22749101729795868
220,30,0.9436619718309859,,recall_per_bin,,,True,0.4288451676068814
240,30,0.32760180995475113,,recall_per_bin,,,False,0.2169611314323981
240,30,0.925,,recall_per_bin,,,True,0.3396519114688127
260,30,0.3410569105691057,,recall_per_bin,,,False,0.19910701101451014
260,30,0.934375,,recall_per_bin,,,True,0.33382336742722185
280,30,0.41385767790262173,,recall_per_bin,,,False,0.19820073532030053
280,30,0.4418960244648318,,recall_per_bin,,,True,0.287322015121936
300,30,0.24988489871086556,,recall_per_bin,,,False,0.17559854497354496
300,30,0.6153846153846153,,recall_per_bin,,,True,0.2948412318861453
400,30,0.24867021276595747,,recall_per_bin,,,False,0.1325590472070395
400,30,0.4383983572895277,,recall_per_bin,,,True,0.2667126436781609
600,30,0.16333460998340354,,recall_per_bin,,,False,0.11618486660252587
600,30,0.4381153305203938,,recall_per_bin,,,True,0.256140648965439
800,30,0.1435799817779513,,recall_per_bin,,,False,0.11114975513514035
800,30,0.39516908212560387,,recall_per_bin,,,True,0.14685860226033162
1000,30,0.13908008303288538,,recall_per_bin,,,False,0.0875125459872325
1000,30,0.2215666582977655,,recall_per_bin,,,True,0.13858997517590593
20,2,1.0,,precision_per_bin,,,False,1.0
20,2,1.0,,precision_per_bin,,,True,1.0
40,2,0.8,,precision_per_bin,,,False,0.6666666666666667
40,2,0.8333333333333334,,precision_per_bin,,,True,0.6666666666666667
60,2,0.8,,precision_per_bin,,,False,0.6671428571428568
60,2,0.8888888888888888,,precision_per_bin,,,True,0.6666666666666667
80,2,0.9090909090909091,,precision_per_bin,,,False,0.3888888888888889
80,2,0.8571428571428572,,precision_per_bin,,,True,0.40009090909090905
100,2,0.8888888888888888,,precision_per_bin,,,False,0.3334615384615383
100,2,0.8888888888888888,,precision_per_bin,,,True,0.36674999999999996
120,2,0.3939393939393939,,precision_per_bin,,,False,0.2619780219780219
120,2,0.48333333333333334,,precision_per_bin,,,True,0.31821428571428567
140,2,0.3888888888888889,,precision_per_bin,,,False,0.2500714285714285
140,2,0.7692307692307692,,precision_per_bin,,,True,0.2501470588235293
160,2,0.24615384615384617,,precision_per_bin,,,False,0.2
160,2,0.46153846153846156,,precision_per_bin,,,True,0.2521439344968756
180,2,0.4125,,precision_per_bin,,,False,0.1987701863354037
180,2,0.42500000000000004,,precision_per_bin,,,True,0.23338095238095236
200,2,0.30952380952380953,,precision_per_bin,,,False,0.17954415954415948
200,2,0.3166666666666667,,precision_per_bin,,,True,0.2143650793650793
220,2,0.2708333333333333,,precision_per_bin,,,False,0.1600666666666666
220,2,0.29285714285714287,,precision_per_bin,,,True,0.200076923076923
240,2,0.2,,precision_per_bin,,,False,0.1538763197586727
240,2,0.2777777777777778,,precision_per_bin,,,True,0.1976730769230769
260,2,0.24598930481283424,,precision_per_bin,,,False,0.14285714285714285
260,2,0.3333333333333333,,precision_per_bin,,,True,0.20003225806451608
280,2,0.19999999999999998,,precision_per_bin,,,False,0.14285714285714285
280,2,0.2954545454545454,,precision_per_bin,,,True,0.1875
300,2,0.2,,precision_per_bin,,,False,0.13531461833185968
300,2,0.2862745098039216,,precision_per_bin,,,True,0.175830639948287
400,2,0.1483375959079284,,precision_per_bin,,,False,0.11115615615615611
400,2,0.2192513368983957,,precision_per_bin,,,True,0.15027938617307388
600,2,0.10912698412698413,,precision_per_bin,,,False,0.08295254818442482
600,2,0.16563467492260064,,precision_per_bin,,,True,0.13781515307692002
800,2,0.08913168487636572,,precision_per_bin,,,False,0.0776194006067354
800,2,0.1547008547008547,,precision_per_bin,,,True,0.1253672573172606
1000,2,0.08771929824561403,,precision_per_bin,,,False,0.06625324675324673
1000,2,0.14081364829396326,,precision_per_bin,,,True,0.11928062011139114
20,3,1.0,,precision_per_bin,,,False,0.8003333333333331
20,3,1.0,,precision_per_bin,,,True,0.8333333333333334
40,3,0.8888888888888888,,precision_per_bin,,,False,0.8
40,3,0.9090909090909091,,precision_per_bin,,,True,0.8003333333333331
60,3,0.9166666666666666,,precision_per_bin,,,False,0.7783333333333329
60,3,0.9230769230769231,,precision_per_bin,,,True,0.6876249999999999
80,3,0.9,,precision_per_bin,,,False,0.4166666666666667
80,3,0.9166666666666666,,precision_per_bin,,,True,0.5370292397660819
100,3,0.5,,precision_per_bin,,,False,0.3668235294117646
100,3,0.875,,precision_per_bin,,,True,0.400230769230769
120,3,0.5166666666666666,,precision_per_bin,,,False,0.2917499999999999
120,3,0.5666666666666667,,precision_per_bin,,,True,0.3001999999999998
140,3,0.43333333333333335,,precision_per_bin,,,False,0.24648447204968932
140,3,0.8,,precision_per_bin,,,True,0.3182307692307692
160,3,0.3791208791208791,,precision_per_bin,,,False,0.22223529411764703
160,3,0.9166666666666666,,precision_per_bin,,,True,0.2824460784313725
180,3,0.30392156862745096,,precision_per_bin,,,False,0.20628749999999996
180,3,0.3728070175438597,,precision_per_bin,,,True,0.23810313762037877
200,3,0.25641025641025644,,precision_per_bin,,,False,0.19744871794871793
200,3,0.29411764705882354,,precision_per_bin,,,True,0.21141114982578393
220,3,0.25,,precision_per_bin,,,False,0.17526947285601877
220,3,0.26849894291754756,,precision_per_bin,,,True,0.22052991452991452
240,3,0.2916666666666667,,precision_per_bin,,,False,0.1626025641025641
240,3,0.2888888888888889,,precision_per_bin,,,True,0.2091523545760694
260,3,0.2857142857142857,,precision_per_bin,,,False,0.17724130036630034
260,3,0.315018315018315,,precision_per_bin,,,True,0.21668406593406592
280,3,0.37777777777777777,,precision_per_bin,,,False,0.13884109916367968
280,3,0.24489795918367346,,precision_per_bin,,,True,0.1991018526423632
300,3,0.35989010989010983,,precision_per_bin,,,False,0.150076923076923
300,3,0.30092592592592593,,precision_per_bin,,,True,0.20332137333745745
400,3,0.19047619047619047,,precision_per_bin,,,False,0.12428682170542632
400,3,0.23986486486486486,,precision_per_bin,,,True,0.1710186335403727
600,3,0.11840097650289899,,precision_per_bin,,,False,0.0942635916714864
600,3,0.1990950226244344,,precision_per_bin,,,True,0.16117792515144191
800,3,0.10264587762815969,,precision_per_bin,,,False,0.0791303979122463
800,3,0.21073961499493413,,precision_per_bin,,,True,0.14882008644800404
1000,3,0.10362760020294266,,precision_per_bin,,,False,0.07492306886665792
1000,3,0.17792985457656113,,precision_per_bin,,,True,0.14161249045072571
20,6,0.9375,,precision_per_bin,,,False,0.875
20,6,1.0,,precision_per_bin,,,True,0.875
40,6,0.9411764705882353,,precision_per_bin,,,False,0.8667499999999999
40,6,0.9411764705882353,,precision_per_bin,,,True,0.8824183006535947
60,6,0.9583333333333334,,precision_per_bin,,,False,0.5170952380952376
60,6,0.9583333333333334,,precision_per_bin,,,True,0.591099999999999
80,6,0.96875,,precision_per_bin,,,False,0.45835
80,6,0.9375,,precision_per_bin,,,True,0.4524571428571428
100,6,0.6104651162790697,,precision_per_bin,,,False,0.40009090909090905
100,6,0.6104651162790697,,precision_per_bin,,,True,0.42309615384615384
120,6,0.41304347826086957,,precision_per_bin,,,False,0.3025305761753269
120,6,0.4378378378378378,,precision_per_bin,,,True,0.30247018970189704
140,6,0.5074074074074074,,precision_per_bin,,,False,0.2708333333333333
140,6,0.5259259259259259,,precision_per_bin,,,True,0.3185421640354254
160,6,0.3333333333333333,,precision_per_bin,,,False,0.2697725245316681
160,6,0.8653846153846154,,precision_per_bin,,,True,0.27994979296066236
180,6,0.4230769230769231,,precision_per_bin,,,False,0.2488279880083715
180,6,0.45483870967741935,,precision_per_bin,,,True,0.27792148490778623
200,6,0.2727272727272727,,precision_per_bin,,,False,0.2121794871794871
200,6,0.31464737793851716,,precision_per_bin,,,True,0.2573879043600562
220,6,0.31898238747553814,,precision_per_bin,,,False,0.2000642570281124
220,6,0.4065656565656565,,precision_per_bin,,,True,0.2609045477261369
240,6,0.30625,,precision_per_bin,,,False,0.1740812995150407
240,6,0.38628762541806017,,precision_per_bin,,,True,0.27179888569374555
260,6,0.25806451612903225,,precision_per_bin,,,False,0.1761999353221764
260,6,0.3125,,precision_per_bin,,,True,0.23029279549268755
280,6,0.22807017543859648,,precision_per_bin,,,False,0.1792908602835073
280,6,0.38288288288288286,,precision_per_bin,,,True,0.21204561392510748
300,6,0.2390717754991905,,precision_per_bin,,,False,0.1762210701821888
300,6,0.36797900262467187,,precision_per_bin,,,True,0.23002570806100217
400,6,0.18123721881390595,,precision_per_bin,,,False,0.14118400839654596
400,6,0.32397163120567374,,precision_per_bin,,,True,0.19694607241176257
600,6,0.1772767462422635,,precision_per_bin,,,False,0.11148010223527564
600,6,0.20512820512820512,,precision_per_bin,,,True,0.1681941104216263
800,6,0.1192832586727784,,precision_per_bin,,,False,0.09250092800864453
800,6,0.19818386690528267,,precision_per_bin,,,True,0.1574697690667805
1000,6,0.11620884473017727,,precision_per_bin,,,False,0.08297816714568645
1000,6,0.22832675304454209,,precision_per_bin,,,True,0.15482778998051397
20,8,0.9473684210526316,,precision_per_bin,,,False,0.9090909090909091
20,8,0.9285714285714286,,precision_per_bin,,,True,0.8947894736842105
40,8,0.9545454545454546,,precision_per_bin,,,False,0.8823755656108597
40,8,0.96,,precision_per_bin,,,True,0.8667999999999999
60,8,0.96875,,precision_per_bin,,,False,0.8238235294117644
60,8,0.96875,,precision_per_bin,,,True,0.8148484848484849
80,8,0.9393939393939394,,precision_per_bin,,,False,0.45455555555555555
80,8,0.9393939393939394,,precision_per_bin,,,True,0.5111282051282051
100,8,0.9622641509433962,,precision_per_bin,,,False,0.42863354037267076
100,8,0.9245283018867925,,precision_per_bin,,,True,0.46439285714285705
120,8,0.4166666666666667,,precision_per_bin,,,False,0.31176470588235294
120,8,0.5961538461538461,,precision_per_bin,,,True,0.387234753550543
140,8,0.6678082191780822,,precision_per_bin,,,False,0.29182017543859634
140,8,0.8591549295774648,,precision_per_bin,,,True,0.3691290726817042
160,8,0.5258215962441314,,precision_per_bin,,,False,0.2873840375586854
160,8,0.5147679324894514,,precision_per_bin,,,True,0.3524335317460317
180,8,0.46296296296296297,,precision_per_bin,,,False,0.2500252525252525
180,8,0.47530864197530864,,precision_per_bin,,,True,0.3024169317780134
200,8,0.3413516609392898,,precision_per_bin,,,False,0.22120836273817923
200,8,0.34158415841584155,,precision_per_bin,,,True,0.2850056593977155
220,8,0.32015810276679846,,precision_per_bin,,,False,0.22060457516339868
220,8,0.3532110091743119,,precision_per_bin,,,True,0.2803180711825487
240,8,0.3377571333775713,,precision_per_bin,,,False,0.2173383888838434
240,8,0.37101063829787234,,precision_per_bin,,,True,0.26022828784119106
260,8,0.2728102189781022,,precision_per_bin,,,False,0.17968801062091502
260,8,0.3484848484848485,,precision_per_bin,,,True,0.24147048960429232
280,8,0.3143939393939394,,precision_per_bin,,,False,0.16915788545634078
280,8,0.2950281425891182,,precision_per_bin,,,True,0.2199323017408123
300,8,0.30133525802959216,,precision_per_bin,,,False,0.1677291371827066
300,8,0.3576326236015879,,precision_per_bin,,,True,0.24077498855168397
400,8,0.19974326059050063,,precision_per_bin,,,False,0.13267365489701552
400,8,0.2644230769230769,,precision_per_bin,,,True,0.1979662131832564
600,8,0.13137254901960785,,precision_per_bin,,,False,0.10675454611198759
600,8,0.21270172994310926,,precision_per_bin,,,True,0.16706875751635764
800,8,0.11708099438652766,,precision_per_bin,,,False,0.09763620710129435
800,8,0.20857142857142857,,precision_per_bin,,,True,0.1654529964669083
1000,8,0.13431594860166288,,precision_per_bin,,,False,0.09484986647990304
1000,8,0.24996220710506423,,precision_per_bin,,,True,0.16095439711549112
20,20,0.9642857142857143,,precision_per_bin,,,False,0.9375
20,20,0.9714285714285714,,precision_per_bin,,,True,0.95
40,20,0.98,,precision_per_bin,,,False,0.9459507722007722
40,20,0.9821428571428571,,precision_per_bin,,,True,0.9091803278688524
60,20,0.9508196721311475,,precision_per_bin,,,False,0.5679310493428139
60,20,0.9672131147540983,,precision_per_bin,,,True,0.8414825154275639
80,20,0.9578947368421052,,precision_per_bin,,,False,0.4505352591333899
80,20,0.926829268292683,,precision_per_bin,,,True,0.4685516569200779
100,20,0.9534883720930233,,precision_per_bin,,,False,0.422426943308007
100,20,0.9097744360902256,,precision_per_bin,,,True,0.4440871317829457
120,20,0.5555555555555556,,precision_per_bin,,,False,0.301039619164619
120,20,0.664864864864865,,precision_per_bin,,,True,0.40007975460122697
140,20,0.6206896551724137,,precision_per_bin,,,False,0.3031139240506328
140,20,0.5456140350877192,,precision_per_bin,,,True,0.38151282051282054
160,20,0.5508196721311476,,precision_per_bin,,,False,0.2767364203669273
160,20,0.5672131147540983,,precision_per_bin,,,True,0.34044021739130415
180,20,0.8853211009174312,,precision_per_bin,,,False,0.2963046757164404
180,20,0.9357798165137614,,precision_per_bin,,,True,0.3001850199839189
200,20,0.3493874102239121,,precision_per_bin,,,False,0.23525963619348395
200,20,0.3836079425433037,,precision_per_bin,,,True,0.2695675977316602
220,20,0.29827688651218065,,precision_per_bin,,,False,0.2336803971287452
220,20,0.3791208791208791,,precision_per_bin,,,True,0.2607562266252884
240,20,0.3652365236523652,,precision_per_bin,,,False,0.21109123247214
240,20,0.3557993730407524,,precision_per_bin,,,True,0.26437067500917366
260,20,0.35850025680534153,,precision_per_bin,,,False,0.19540785724063264
260,20,0.4109195402298851,,precision_per_bin,,,True,0.25236516723906627
280,20,0.2955592794302472,,precision_per_bin,,,False,0.20143038983068237
280,20,0.5809312638580931,,precision_per_bin,,,True,0.24317995911230994
300,20,0.2808270676691729,,precision_per_bin,,,False,0.19400671654321908
300,20,0.6083106267029973,,precision_per_bin,,,True,0.23100657133493396
400,20,0.21347093970668113,,precision_per_bin,,,False,0.15048232263886663
400,20,0.3080220453153705,,precision_per_bin,,,True,0.228773691186216
600,20,0.18705293276108725,,precision_per_bin,,,False,0.11982789119007096
600,20,0.32959135186505106,,precision_per_bin,,,True,0.17671276517111387
800,20,0.14210912137396586,,precision_per_bin,,,False,0.0964148833456085
800,20,0.20042804486544333,,precision_per_bin,,,True,0.15750130864863607
1000,20,0.11490307477840027,,precision_per_bin,,,False,0.08651472386860604
1000,20,0.22266139657444003,,precision_per_bin,,,True,0.1554567162779624
20,30,0.9782608695652174,,precision_per_bin,,,False,0.9412241653418123
20,30,0.9761904761904762,,precision_per_bin,,,True,0.9286335403726708
40,30,0.9620253164556962,,precision_per_bin,,,False,0.9090909090909091
40,30,0.9672131147540983,,precision_per_bin,,,True,0.8919340119340119
60,30,0.9841269841269842,,precision_per_bin,,,False,0.9105745257452574
60,30,0.9736842105263158,,precision_per_bin,,,True,0.8833372093023255
80,30,0.9186991869918699,,precision_per_bin,,,False,0.45634131736526873
80,30,0.8955223880597015,,precision_per_bin,,,True,0.5578423822359132
100,30,0.8942307692307693,,precision_per_bin,,,False,0.43569079843764186
100,30,0.9278846153846154,,precision_per_bin,,,True,0.4585991472366148
120,30,0.8853211009174312,,precision_per_bin,,,False,0.3552031943212066
120,30,0.9220183486238532,,precision_per_bin,,,True,0.4000086206896552
140,30,0.6663498098859315,,precision_per_bin,,,False,0.33708300907911803
140,30,0.6055133079847909,,precision_per_bin,,,True,0.3742116129032258
160,30,0.49257552483358935,,precision_per_bin,,,False,0.28995437489339926
160,30,0.5256008359456635,,precision_per_bin,,,True,0.3100103838096843
180,30,0.35320910973084885,,precision_per_bin,,,False,0.2666705091258405
180,30,0.5025787965616045,,precision_per_bin,,,True,0.2890763239875388
200,30,0.33188010899182563,,precision_per_bin,,,False,0.2357148161244696
200,30,0.6664850136239783,,precision_per_bin,,,True,0.2774440101370672
220,30,0.291030534351145,,precision_per_bin,,,False,0.23029550032486107
220,30,0.37460611677479144,,precision_per_bin,,,True,0.27976026570048307
240,30,0.3137755102040816,,precision_per_bin,,,False,0.2159671104639068
240,30,0.3939051918735892,,precision_per_bin,,,True,0.27580338673209215
260,30,0.3849206349206349,,precision_per_bin,,,False,0.20919453047912645
260,30,0.3620689655172414,,precision_per_bin,,,True,0.2611150898156519
280,30,0.3113295880149813,,precision_per_bin,,,False,0.20881878226760112
280,30,0.3982725527831094,,precision_per_bin,,,True,0.25302003722084365
300,30,0.28559260160623023,,precision_per_bin,,,False,0.19234291295766706
300,30,0.29155564664890343,,precision_per_bin,,,True,0.22674481171779057
400,30,0.2112760834670947,,precision_per_bin,,,False,0.14889329714796465
400,30,0.29965694682675814,,precision_per_bin,,,True,0.20487708453811385
600,30,0.17496320867107384,,precision_per_bin,,,False,0.11596194813245186
600,30,0.23209340082131602,,precision_per_bin,,,True,0.17430280387163546
800,30,0.15355229993698802,,precision_per_bin,,,False,0.09987160189746395
800,30,0.2596755334697457,,precision_per_bin,,,True,0.169124831243973
1000,30,0.1458405557053529,,precision_per_bin,,,False,0.09424189564391139
1000,30,0.18023637852970031,,precision_per_bin,,,True,0.14808006496607476
20,2,0.2775106837606838,,recall,uniform,uniform,False,0.2135724206349205
40,2,0.19376096491228068,,recall,uniform,uniform,False,0.14638832877648666
60,2,0.14044545834376665,,recall,uniform,uniform,False,0.10181620510506159
80,2,0.10536851590248161,,recall,uniform,uniform,False,0.09237842072812197
100,2,0.10242294151128745,,recall,uniform,uniform,False,0.08554483066290888
120,2,0.11297482978940637,,recall,uniform,uniform,False,0.07045021275135221
140,2,0.08495201151818446,,recall,uniform,uniform,False,0.06805721721078992
160,2,0.0779622746609157,,recall,uniform,uniform,False,0.06277945785170992
180,2,0.07553151789768833,,recall,uniform,uniform,False,0.05850915924679214
200,2,0.07910473852747277,,recall,uniform,uniform,False,0.05340725283279323
220,2,0.07225680224149622,,recall,uniform,uniform,False,0.0527556000366555
240,2,0.06269733860122412,,recall,uniform,uniform,False,0.05136957609504052
260,2,0.06241521867410199,,recall,uniform,uniform,False,0.05161947236950006
280,2,0.06704235580066695,,recall,uniform,uniform,False,0.04466815052923072
300,2,0.0626961437143278,,recall,uniform,uniform,False,0.044529449136866454
400,2,0.06246529022740266,,recall,uniform,uniform,False,0.040598690724419656
600,2,0.04614457541603406,,recall,uniform,uniform,False,0.032314102190684896
